name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,initval,was_home_False,was_home_True,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home
Max Kilman,1,1,22,20,1,0,0,0,0.8571428571428571,40.0,0,1,1,40.0,2.0,0.1428571428571429,0,1,1,1,True
Ryan Bertrand,-2,1,22,16,13,0,0,0,0.42857142857142855,50.0,1,0,1,50.0,1.0,-2.4285714285714284,0,3,3,3,False
Rúben Diogo da Silva Neves,7,0,22,20,1,0,0,1,4.714285714285714,55.0,0,1,0,55.0,3.0,2.2857142857142856,0,1,1,1,True
Joel Ward,0,1,22,6,14,0,0,0,0.7142857142857143,45.0,1,0,1,45.0,1.0,-0.7142857142857143,2,1,1,1,False
Gary Cahill,8,1,22,6,14,0,0,0,2.142857142857143,45.0,1,0,1,45.0,2.0,5.857142857142858,2,1,1,1,False
Richarlison de Andrade,2,0,22,7,10,1,0,0,2.7142857142857144,80.0,1,0,2,80.0,3.0,-0.7142857142857144,2,2,2,2,False
Fabio Silva,1,0,22,20,1,1,0,0,1.2857142857142858,55.0,0,1,2,55.0,2.0,-0.2857142857142858,0,1,1,1,True
Lucas Rodrigues Moura da Silva,1,0,22,17,5,0,0,1,3.142857142857143,70.0,0,1,0,70.0,3.0,-2.142857142857143,0,2,2,2,True
Tomas Soucek,9,0,22,19,2,0,0,1,4.428571428571429,50.0,1,0,0,50.0,3.0,4.571428571428571,1,1,1,1,False
Diogo Jota,0,0,22,11,3,0,0,1,2.5714285714285716,65.0,0,1,0,65.0,3.0,-2.5714285714285716,1,1,1,1,True
Tammy Abraham,0,0,22,5,17,1,0,0,2.7142857142857144,75.0,1,0,2,75.0,3.0,-2.7142857142857144,0,2,2,2,False
Hugo Lloris,2,0,22,17,5,0,1,0,4.285714285714286,55.0,0,1,3,55.0,3.0,-2.2857142857142856,0,2,2,2,True
Jordan Henderson,2,0,22,11,3,0,0,1,2.2857142857142856,55.0,0,1,0,55.0,3.0,-0.2857142857142856,1,1,1,1,True
Michail Antonio,8,0,22,19,2,1,0,0,2.142857142857143,65.0,1,0,2,65.0,2.0,5.857142857142858,1,1,1,1,False
Timo Werner,5,0,22,5,17,1,0,0,3.4285714285714284,95.0,1,0,2,95.0,3.0,1.5714285714285716,0,2,2,2,False
Ben White,6,1,22,3,11,0,0,0,4.0,45.0,1,0,1,45.0,3.0,2.0,0,2,2,2,False
Lucas Digne,5,1,22,7,10,0,0,0,1.8571428571428572,60.0,1,0,1,60.0,2.0,3.142857142857143,2,2,2,2,False
Ben Davies,2,1,22,17,5,0,0,0,0.5714285714285714,50.0,0,1,1,50.0,1.0,1.4285714285714286,0,2,2,2,True
Gabriel Magalhães,1,1,22,1,20,0,0,0,3.142857142857143,50.0,1,0,1,50.0,3.0,-2.142857142857143,2,0,0,0,False
Adama Traoré,2,0,22,20,1,0,0,1,1.5714285714285714,65.0,0,1,0,65.0,2.0,0.4285714285714286,0,1,1,1,True
Harry Kane,0,0,22,17,5,1,0,0,3.5714285714285716,105.0,0,1,2,105.0,3.0,-3.5714285714285716,0,2,2,2,True
César Azpilicueta,5,1,22,5,17,0,0,0,3.4285714285714284,60.0,1,0,1,60.0,3.0,1.5714285714285716,0,2,2,2,False
João Filipe Iria Santos Moutinho,9,0,22,20,1,0,0,1,2.7142857142857144,55.0,0,1,0,55.0,3.0,6.285714285714286,0,1,1,1,True
Willian Borges Da Silva,0,0,22,1,20,0,0,1,4.714285714285714,80.0,1,0,0,80.0,3.0,-4.714285714285714,2,0,0,0,False
Callum Hudson-Odoi,3,0,22,5,17,0,0,1,0.8571428571428571,60.0,1,0,0,60.0,2.0,2.142857142857143,0,2,2,2,False
Lukasz Fabianski,2,0,22,19,2,0,1,0,3.7142857142857144,50.0,1,0,3,50.0,3.0,-1.7142857142857144,1,1,1,1,False
Abdoulaye Doucouré,2,0,22,7,10,0,0,1,1.2857142857142858,55.0,1,0,0,55.0,2.0,0.7142857142857142,2,2,2,2,False
Declan Rice,2,0,22,19,2,0,0,1,2.5714285714285716,50.0,1,0,0,50.0,3.0,-0.5714285714285716,1,1,1,1,False
Bukayo Saka,2,0,22,1,20,0,0,1,2.857142857142857,55.0,1,0,0,55.0,3.0,-0.8571428571428572,2,0,0,0,False
Illan Meslier,2,0,22,9,7,0,1,0,2.7142857142857144,45.0,0,1,3,45.0,3.0,-0.7142857142857144,1,1,1,1,True
Mateusz Klich,2,0,22,9,7,0,0,1,2.5714285714285716,55.0,0,1,0,55.0,3.0,-0.5714285714285716,1,1,1,1,True
Joseph Willock,0,0,22,14,6,0,0,1,1.4285714285714286,50.0,0,1,0,50.0,2.0,-1.4285714285714286,3,1,1,1,True
Alex Iwobi,2,0,22,7,10,0,0,1,1.8571428571428572,60.0,1,0,0,60.0,2.0,0.1428571428571428,2,2,2,2,False
Benjamin Chilwell,0,1,22,5,17,0,0,0,4.857142857142857,55.0,1,0,1,55.0,3.0,-4.857142857142857,0,2,2,2,False
Cheikhou Kouyaté,1,0,22,6,14,0,0,1,2.0,50.0,1,0,0,50.0,2.0,-1.0,2,1,1,1,False
Jordan Pickford,0,0,22,7,10,0,1,0,3.4285714285714284,50.0,1,0,3,50.0,3.0,-3.4285714285714284,2,2,2,2,False
James Rodríguez,0,0,22,7,10,0,0,1,1.2857142857142858,75.0,1,0,0,75.0,2.0,-1.2857142857142858,2,2,2,2,False
Mason Holgate,1,1,22,7,10,0,0,0,3.7142857142857144,50.0,1,0,1,50.0,3.0,-2.7142857142857144,2,2,2,2,False
Adam Lallana,1,0,22,3,11,0,0,1,0.8571428571428571,65.0,1,0,0,65.0,2.0,0.1428571428571429,0,2,2,2,False
Lewis Dunk,8,1,22,3,11,0,0,0,5.571428571428571,50.0,1,0,1,50.0,3.0,2.428571428571429,0,2,2,2,False
Jairo Riedewald,10,0,22,6,14,0,0,1,2.7142857142857144,45.0,1,0,0,45.0,3.0,7.285714285714286,2,1,1,1,False
Wilfried Zaha,1,0,22,6,14,0,0,1,4.428571428571429,70.0,1,0,0,70.0,3.0,-3.428571428571429,2,1,1,1,False
Pierre-Emerick Aubameyang,1,0,22,1,20,0,0,1,2.7142857142857144,120.0,1,0,0,120.0,3.0,-1.7142857142857144,2,0,0,0,False
Willy Boly,2,1,22,20,1,0,0,0,0.8571428571428571,55.0,0,1,1,55.0,2.0,1.1428571428571428,0,1,1,1,True
Hakim Ziyech,0,0,22,5,17,0,0,1,1.0,80.0,1,0,0,80.0,2.0,-1.0,0,2,2,2,False
Dan Burn,6,1,22,3,11,0,0,0,3.142857142857143,45.0,1,0,1,45.0,3.0,2.857142857142857,0,2,2,2,False
Jorge Luiz Frello Filho,11,0,22,5,17,0,0,1,4.285714285714286,50.0,1,0,0,50.0,3.0,6.714285714285714,0,2,2,2,False
Granit Xhaka,1,0,22,1,20,0,0,1,1.2857142857142858,55.0,1,0,0,55.0,2.0,-0.2857142857142858,2,0,0,0,False
Nathan Redmond,1,0,22,16,13,0,0,1,0.5714285714285714,65.0,1,0,0,65.0,1.0,0.4285714285714286,0,3,3,3,False
Nicolas Pépé,7,0,22,1,20,0,0,1,2.5714285714285716,80.0,1,0,0,80.0,3.0,4.428571428571429,2,0,0,0,False
Pablo Fornals,1,0,22,19,2,0,0,1,4.428571428571429,65.0,1,0,0,65.0,3.0,-3.428571428571429,1,1,1,1,False
Mateo Kovacic,3,0,22,5,17,0,0,1,1.2857142857142858,55.0,1,0,0,55.0,2.0,1.7142857142857142,0,2,2,2,False
Jarrod Bowen,1,0,22,19,2,0,0,1,3.857142857142857,65.0,1,0,0,65.0,3.0,-2.857142857142857,1,1,1,1,False
Bernd Leno,-1,0,22,1,20,0,1,0,3.142857142857143,50.0,1,0,3,50.0,3.0,-4.142857142857142,2,0,0,0,False
Michael Keane,1,1,22,7,10,0,0,0,3.142857142857143,50.0,1,0,1,50.0,3.0,-2.142857142857143,2,2,2,2,False
Andros Townsend,1,0,22,6,14,0,0,1,2.0,60.0,1,0,0,60.0,2.0,-1.0,2,1,1,1,False
Christian Pulisic,0,0,22,5,17,0,0,1,3.2857142857142856,85.0,1,0,0,85.0,3.0,-3.2857142857142856,0,2,2,2,False
Rob Holding,1,1,22,1,20,0,0,0,3.2857142857142856,45.0,1,0,1,45.0,3.0,-2.2857142857142856,2,0,0,0,False
Solomon March,3,0,22,3,11,0,0,1,2.2857142857142856,50.0,1,0,0,50.0,3.0,0.7142857142857144,0,2,2,2,False
Alex McCarthy,0,0,22,16,13,0,1,0,0.7142857142857143,45.0,1,0,3,45.0,1.0,-0.7142857142857143,0,3,3,3,False
Stuart Armstrong,1,0,22,16,13,0,0,1,2.0,55.0,1,0,0,55.0,2.0,-1.0,0,3,3,3,False
Ezgjan Alioski,1,1,22,9,7,0,0,0,2.5714285714285716,45.0,0,1,1,45.0,3.0,-1.5714285714285716,1,1,1,1,True
Jack Harrison,1,0,22,9,7,0,0,1,5.571428571428571,55.0,0,1,0,55.0,3.0,-4.571428571428571,1,1,1,1,True
Alisson Ramses Becker,0,0,22,11,3,0,1,0,4.142857142857143,60.0,0,1,3,60.0,3.0,-4.142857142857143,1,1,1,1,True
Dominic Calvert-Lewin,9,0,22,7,10,1,0,0,4.857142857142857,70.0,1,0,2,70.0,3.0,4.142857142857143,2,2,2,2,False
Ross Barkley,2,0,22,2,19,0,0,1,3.142857142857143,60.0,0,1,0,60.0,3.0,-1.1428571428571428,1,2,2,2,True
Conor Coady,2,1,22,20,1,0,0,0,2.5714285714285716,50.0,0,1,1,50.0,3.0,-0.5714285714285716,0,1,1,1,True
Aaron Cresswell,1,1,22,19,2,0,0,0,3.7142857142857144,50.0,1,0,1,50.0,3.0,-2.7142857142857144,1,1,1,1,False
Daniel Ceballos Fernández,0,0,22,1,20,0,0,1,2.0,50.0,1,0,0,50.0,2.0,-2.0,2,0,0,0,False
Miguel Almirón,2,0,22,14,6,0,0,1,2.7142857142857144,60.0,0,1,0,60.0,3.0,-0.7142857142857144,3,1,1,1,True
Daniel Castelo Podence,2,0,22,20,1,0,0,1,2.142857142857143,55.0,0,1,0,55.0,2.0,-0.1428571428571428,0,1,1,1,True
Jeff Hendrick,2,0,22,14,6,0,0,1,1.1428571428571428,50.0,0,1,0,50.0,2.0,0.8571428571428572,3,1,1,1,True
Allan Saint-Maximin,1,0,22,14,6,0,0,1,1.1428571428571428,55.0,0,1,0,55.0,2.0,-0.1428571428571428,3,1,1,1,True
Angelo Ogbonna,2,1,22,19,2,0,0,0,4.428571428571429,50.0,1,0,1,50.0,3.0,-2.428571428571429,1,1,1,1,False
N'Golo Kanté,0,0,22,5,17,0,0,1,1.8571428571428572,50.0,1,0,0,50.0,2.0,-1.8571428571428572,0,2,2,2,False
Kalvin Phillips,2,0,22,9,7,0,0,1,1.5714285714285714,50.0,0,1,0,50.0,2.0,0.4285714285714286,1,1,1,1,True
Luke Ayling,0,1,22,9,7,0,0,0,1.4285714285714286,45.0,0,1,1,45.0,2.0,-1.4285714285714286,1,1,1,1,True
Aleksandar Mitrović,2,0,22,8,9,1,0,0,1.8571428571428572,60.0,0,1,2,60.0,2.0,0.1428571428571428,2,2,2,2,True
Sadio Mané,0,0,22,11,3,0,0,1,4.714285714285714,120.0,0,1,0,120.0,3.0,-4.714285714285714,1,1,1,1,True
Callum Wilson,5,0,22,14,6,1,0,0,1.8571428571428572,65.0,0,1,2,65.0,2.0,3.142857142857143,3,1,1,1,True
Che Adams,2,0,22,16,13,1,0,0,1.5714285714285714,60.0,1,0,2,60.0,2.0,0.4285714285714286,0,3,3,3,False
Héctor Bellerín,1,1,22,1,20,0,0,0,1.2857142857142858,50.0,1,0,1,50.0,2.0,-0.2857142857142858,2,0,0,0,False
Eberechi Eze,7,0,22,6,14,0,0,1,4.0,60.0,1,0,0,60.0,3.0,3.0,2,1,1,1,False
Mario Lemina,1,0,22,8,9,0,0,1,1.4285714285714286,45.0,0,1,0,45.0,2.0,-0.4285714285714286,2,2,2,2,True
Emiliano Martínez,4,0,22,2,19,0,1,0,4.0,45.0,0,1,3,45.0,3.0,0.0,1,2,2,2,True
Pascal Groß,3,0,22,3,11,0,0,1,5.714285714285714,60.0,1,0,0,60.0,3.0,-2.7142857142857144,0,2,2,2,False
Kieran Tierney,0,1,22,1,20,0,0,0,4.142857142857143,55.0,1,0,1,55.0,3.0,-4.142857142857143,2,0,0,0,False
Toby Alderweireld,1,1,22,17,5,0,0,0,1.5714285714285714,55.0,0,1,1,55.0,2.0,-0.5714285714285714,0,2,2,2,True
Marcos Alonso,6,1,22,5,17,0,0,0,0.8571428571428571,60.0,1,0,1,60.0,2.0,5.142857142857143,0,2,2,2,False
Mason Mount,3,0,22,5,17,0,0,1,3.857142857142857,70.0,1,0,0,70.0,3.0,-0.8571428571428572,0,2,2,2,False
Antonee Robinson,1,1,22,8,9,0,0,0,0.2857142857142857,45.0,0,1,1,45.0,1.0,0.7142857142857143,2,2,2,2,True
Joël Veltman,0,1,22,3,11,0,0,0,2.857142857142857,45.0,1,0,1,45.0,3.0,-2.857142857142857,0,2,2,2,False
Pedro Lomba Neto,8,0,22,20,1,0,0,1,3.857142857142857,55.0,0,1,0,55.0,3.0,4.142857142857142,0,1,1,1,True
Ivan Ricardo Neves Abreu Cavaleiro,0,0,22,8,9,0,0,1,2.857142857142857,55.0,0,1,0,55.0,3.0,-2.857142857142857,2,2,2,2,True
Harrison Reed,1,0,22,8,9,0,0,1,1.2857142857142858,45.0,0,1,0,45.0,2.0,-0.2857142857142858,2,2,2,2,True
Eric Dier,2,1,22,17,5,0,0,0,2.2857142857142856,50.0,0,1,1,50.0,3.0,-0.2857142857142856,0,2,2,2,True
Tanguy Ndombele,2,0,22,17,5,0,0,1,1.7142857142857142,60.0,0,1,0,60.0,2.0,0.2857142857142858,0,2,2,2,True
Ruben Loftus-Cheek,2,0,22,8,9,0,0,1,1.1428571428571428,60.0,0,1,0,60.0,2.0,0.8571428571428572,2,2,2,2,True
Leander Dendoncker,1,0,22,20,1,0,0,1,1.8571428571428572,50.0,0,1,0,50.0,2.0,-0.8571428571428572,0,1,1,1,True
Jonjo Shelvey,7,0,22,14,6,0,0,1,2.4285714285714284,55.0,0,1,0,55.0,3.0,4.571428571428571,3,1,1,1,True
Matt Ritchie,0,0,22,14,6,0,0,1,0.5714285714285714,50.0,0,1,0,50.0,1.0,-0.5714285714285714,3,1,1,1,True
Kurt Zouma,0,1,22,5,17,0,0,0,2.142857142857143,50.0,1,0,1,50.0,2.0,-2.142857142857143,0,2,2,2,False
Antonio Rüdiger,7,1,22,5,17,0,0,0,4.285714285714286,50.0,1,0,1,50.0,3.0,2.7142857142857144,0,2,2,2,False
Jan Bednarek,-7,1,22,16,13,0,0,0,1.4285714285714286,45.0,1,0,1,45.0,2.0,-8.428571428571429,0,3,3,3,False
Danny Ings,2,0,22,16,13,1,0,0,4.142857142857143,85.0,1,0,2,85.0,3.0,-2.1428571428571432,0,3,3,3,False
Alphonse Areola,2,0,22,8,9,0,1,0,1.5714285714285714,45.0,0,1,3,45.0,2.0,0.4285714285714286,2,2,2,2,True
Bobby Decordova-Reid,1,0,22,8,9,1,0,0,1.1428571428571428,55.0,0,1,2,55.0,2.0,-0.1428571428571428,2,2,2,2,True
Patrick Bamford,5,0,22,9,7,1,0,0,4.0,55.0,0,1,2,55.0,3.0,1.0,1,1,1,1,True
Luka Milivojevic,1,0,22,6,14,0,0,1,1.0,60.0,1,0,0,60.0,2.0,0.0,2,1,1,1,False
Fabio Henrique Tavares,0,0,22,11,3,0,0,1,2.142857142857143,55.0,0,1,0,55.0,2.0,-2.142857142857143,1,1,1,1,True
Liam Cooper,1,1,22,9,7,0,0,0,1.7142857142857142,45.0,0,1,1,45.0,2.0,-0.7142857142857142,1,1,1,1,True
Adam Webster,6,1,22,3,11,0,0,0,3.857142857142857,45.0,1,0,1,45.0,3.0,2.142857142857143,0,2,2,2,False
James Ward-Prowse,2,0,22,16,13,0,0,1,3.0,60.0,1,0,0,60.0,3.0,-1.0,0,3,3,3,False
Roberto Firmino,2,0,22,11,3,1,0,0,2.5714285714285716,95.0,0,1,2,95.0,3.0,-0.5714285714285716,1,1,1,1,True
Pascal Struijk,1,1,22,9,7,0,0,0,1.7142857142857142,40.0,0,1,1,40.0,2.0,-0.7142857142857142,1,1,1,1,True
Federico Fernández,0,1,22,14,6,0,0,0,1.1428571428571428,50.0,0,1,1,50.0,2.0,-1.1428571428571428,3,1,1,1,True
Stuart Dallas,1,1,22,9,7,0,0,0,3.5714285714285716,45.0,0,1,1,45.0,3.0,-2.5714285714285716,1,1,1,1,True
Kyle Walker-Peters,0,1,22,16,13,0,0,0,1.7142857142857142,45.0,1,0,1,45.0,2.0,-1.7142857142857142,0,3,3,3,False
Jannik Vestergaard,0,1,22,16,13,0,0,0,0.42857142857142855,45.0,1,0,1,45.0,1.0,-0.42857142857142855,0,3,3,3,False
Theo Walcott,0,0,22,16,13,0,0,1,1.5714285714285714,60.0,1,0,0,60.0,2.0,-1.5714285714285714,0,3,3,3,False
Jeffrey Schlupp,0,0,22,6,14,0,0,1,1.1428571428571428,55.0,1,0,0,55.0,2.0,-1.1428571428571428,2,1,1,1,False
Steven Bergwijn,2,0,22,17,5,0,0,1,2.5714285714285716,75.0,0,1,0,75.0,3.0,-0.5714285714285716,0,2,2,2,True
Emile Smith Rowe,2,0,22,1,20,0,0,1,3.0,45.0,1,0,0,45.0,3.0,-1.0,2,0,0,0,False
Karl Darlow,1,0,22,14,6,0,1,0,2.2857142857142856,50.0,0,1,3,50.0,3.0,-1.2857142857142856,3,1,1,1,True
Reece James,8,1,22,5,17,0,0,0,3.142857142857143,50.0,1,0,1,50.0,3.0,4.857142857142858,0,2,2,2,False
Vicente Guaita,3,0,22,6,14,0,1,0,4.0,50.0,1,0,3,50.0,3.0,-1.0,2,1,1,1,False
Leandro Trossard,6,0,22,3,11,0,0,1,4.142857142857143,60.0,1,0,0,60.0,3.0,1.8571428571428568,0,2,2,2,False
Andrew Robertson,2,1,22,11,3,0,0,0,3.142857142857143,70.0,0,1,1,70.0,3.0,-1.1428571428571428,1,1,1,1,True
Joelinton Cássio Apolinário de Lira,0,0,22,14,6,1,0,0,3.142857142857143,60.0,0,1,2,60.0,3.0,-3.142857142857143,3,1,1,1,True
Andreas Christensen,1,1,22,5,17,0,0,0,1.8571428571428572,50.0,1,0,1,50.0,2.0,-0.8571428571428572,0,2,2,2,False
Serge Aurier,2,1,22,17,5,0,0,0,2.4285714285714284,55.0,0,1,1,55.0,3.0,-0.4285714285714284,0,2,2,2,True
Tyrick Mitchell,0,1,22,6,14,0,0,0,0.42857142857142855,40.0,1,0,1,40.0,1.0,-0.42857142857142855,2,1,1,1,False
Seamus Coleman,0,1,22,7,10,0,0,0,1.2857142857142858,50.0,1,0,1,50.0,2.0,-1.2857142857142858,2,2,2,2,False
Patrick van Aanholt,2,1,22,6,14,0,0,0,2.4285714285714284,55.0,1,0,1,55.0,3.0,-0.4285714285714284,2,1,1,1,False
Jordan Ayew,1,0,22,6,14,1,0,0,2.142857142857143,60.0,1,0,2,60.0,2.0,-1.1428571428571428,2,1,1,1,False
Ben Davies,0,1,22,11,3,0,0,0,2.142857142857143,50.0,0,1,1,50.0,2.0,-2.142857142857143,1,1,1,1,True
Oriol Romeu Vidal,0,0,22,16,13,0,0,1,0.2857142857142857,45.0,1,0,0,45.0,1.0,-0.2857142857142857,0,3,3,3,False
Rodrigo Moreno,0,0,22,9,7,1,0,0,2.7142857142857144,60.0,0,1,2,60.0,3.0,-2.7142857142857144,1,1,1,1,True
Hélder Wander Sousa de Azevedo e Costa,1,0,22,9,7,0,0,1,0.0,55.0,0,1,0,55.0,0.0,1.0,1,1,1,1,True
Romain Saïss,0,1,22,20,1,0,0,0,1.4285714285714286,50.0,0,1,1,50.0,2.0,-1.4285714285714286,0,1,1,1,True
Yves Bissouma,3,0,22,3,11,0,0,1,2.2857142857142856,45.0,1,0,0,45.0,3.0,0.7142857142857144,0,2,2,2,False
Georginio Wijnaldum,1,0,22,11,3,0,0,1,2.7142857142857144,55.0,0,1,0,55.0,3.0,-1.7142857142857144,1,1,1,1,True
Neal Maupay,2,0,22,3,11,1,0,0,3.0,65.0,1,0,2,65.0,3.0,-1.0,0,2,2,2,False
Yerry Mina,2,1,22,7,10,0,0,0,3.5714285714285716,55.0,1,0,1,55.0,3.0,-1.5714285714285716,2,2,2,2,False
Heung-Min Son,2,0,22,17,5,0,0,1,4.428571428571429,90.0,0,1,0,90.0,3.0,-2.428571428571429,0,2,2,2,True
Rui Pedro dos Santos Patrício,2,0,22,20,1,0,1,0,2.142857142857143,55.0,0,1,3,55.0,2.0,-0.1428571428571428,0,1,1,1,True
Kai Havertz,0,0,22,5,17,0,0,1,0.8571428571428571,85.0,1,0,0,85.0,2.0,-0.8571428571428571,0,2,2,2,False
Eberechi Eze,2,0,23,6,10,0,0,1,3.857142857142857,60.0,1,0,0,60.0,3.0,-1.8571428571428572,2,2,2,2,False
Pierre-Emerick Aubameyang,1,0,23,1,2,0,0,1,3.5714285714285716,120.0,1,0,0,120.0,3.0,-2.5714285714285716,1,1,1,1,False
Mateusz Klich,3,0,23,9,6,0,0,1,2.7142857142857144,55.0,0,1,0,55.0,3.0,0.2857142857142856,3,1,1,1,True
Granit Xhaka,1,0,23,1,2,0,0,1,1.4285714285714286,55.0,1,0,0,55.0,2.0,-0.4285714285714286,1,1,1,1,False
Conor Townsend,1,1,23,18,17,0,0,0,0.5714285714285714,45.0,1,0,1,45.0,1.0,0.4285714285714286,0,2,2,2,False
Aleksandar Mitrović,1,0,23,8,19,1,0,0,0.8571428571428571,60.0,0,1,2,60.0,2.0,0.1428571428571429,1,2,2,2,True
Diogo Jota,0,0,23,11,12,0,0,1,1.4285714285714286,65.0,0,1,0,65.0,2.0,-1.4285714285714286,0,3,3,3,True
Luka Milivojevic,1,0,23,6,10,0,0,1,1.5714285714285714,60.0,1,0,0,60.0,2.0,-0.5714285714285714,2,2,2,2,False
Patrick van Aanholt,1,1,23,6,10,0,0,0,0.5714285714285714,55.0,1,0,1,55.0,1.0,0.4285714285714286,2,2,2,2,False
Mason Holgate,1,1,23,7,13,0,0,0,1.4285714285714286,50.0,1,0,1,50.0,2.0,-0.4285714285714286,0,3,3,3,False
Stuart Dallas,12,1,23,9,6,0,0,0,4.428571428571429,45.0,0,1,1,45.0,3.0,7.571428571428571,3,1,1,1,True
Youri Tielemans,3,0,23,10,20,0,0,1,2.5714285714285716,65.0,1,0,0,65.0,3.0,0.4285714285714284,2,0,0,0,False
Chris Basham,0,1,23,15,5,0,0,0,0.42857142857142855,50.0,0,1,1,50.0,1.0,-0.42857142857142855,0,2,2,2,True
Tyrick Mitchell,1,1,23,6,10,0,0,0,0.5714285714285714,40.0,1,0,1,40.0,1.0,0.4285714285714286,2,2,2,2,False
Jamie Vardy,1,0,23,10,20,1,0,0,4.714285714285714,100.0,1,0,2,100.0,3.0,-3.7142857142857144,2,0,0,0,False
Aaron Ramsdale,1,0,23,15,5,0,1,0,2.857142857142857,50.0,0,1,3,50.0,3.0,-1.8571428571428572,0,2,2,2,True
Darnell Furlong,0,1,23,18,17,0,0,0,1.0,45.0,1,0,1,45.0,2.0,-1.0,0,2,2,2,False
James Ward-Prowse,9,0,23,16,14,0,0,1,3.4285714285714284,60.0,1,0,0,60.0,3.0,5.571428571428571,2,1,1,1,False
Jordan Henderson,2,0,23,11,12,0,0,1,1.5714285714285714,55.0,0,1,0,55.0,2.0,0.4285714285714286,0,3,3,3,True
Vicente Guaita,2,0,23,6,10,0,1,0,2.857142857142857,50.0,1,0,3,50.0,3.0,-0.8571428571428572,2,2,2,2,False
George Baldock,0,1,23,15,5,0,0,0,2.857142857142857,55.0,0,1,1,55.0,3.0,-2.857142857142857,0,2,2,2,True
Kalvin Phillips,3,0,23,9,6,0,0,1,1.0,50.0,0,1,0,50.0,2.0,2.0,3,1,1,1,True
Pierre-Emile Højbjerg,9,0,23,17,18,0,0,1,3.857142857142857,50.0,0,1,0,50.0,3.0,5.142857142857142,3,0,0,0,True
Christian Benteke,1,0,23,6,10,1,0,0,3.0,55.0,1,0,2,55.0,3.0,-2.0,2,2,2,2,False
Ayoze Pérez,3,0,23,10,20,0,0,1,1.7142857142857142,65.0,1,0,0,65.0,2.0,1.2857142857142858,2,0,0,0,False
Miguel Almirón,15,0,23,14,16,0,0,1,4.285714285714286,60.0,0,1,0,60.0,3.0,10.714285714285715,3,1,1,1,True
Fabio Silva,1,0,23,20,9,1,0,0,1.0,55.0,0,1,2,55.0,2.0,0.0,2,2,2,2,True
Karl Darlow,1,0,23,14,16,0,1,0,3.0,50.0,0,1,3,50.0,3.0,-2.0,3,1,1,1,True
Wilfried Zaha,0,0,23,6,10,0,0,1,3.857142857142857,70.0,1,0,0,70.0,3.0,-3.857142857142857,2,2,2,2,False
Matt Phillips,1,0,23,18,17,0,0,1,1.0,55.0,1,0,0,55.0,2.0,0.0,0,2,2,2,False
Daniel Castelo Podence,0,0,23,20,9,0,0,1,3.4285714285714284,55.0,0,1,0,55.0,3.0,-3.4285714285714284,2,2,2,2,True
David McGoldrick,1,0,23,15,5,1,0,0,3.4285714285714284,55.0,0,1,2,55.0,3.0,-2.4285714285714284,0,2,2,2,True
Kyle Bartley,1,1,23,18,17,0,0,0,0.7142857142857143,45.0,1,0,1,45.0,1.0,0.2857142857142857,0,2,2,2,False
Jordan Pickford,0,0,23,7,13,0,1,0,3.857142857142857,50.0,1,0,3,50.0,3.0,-3.857142857142857,0,3,3,3,False
Jack Harrison,9,0,23,9,6,0,0,1,3.4285714285714284,55.0,0,1,0,55.0,3.0,5.571428571428571,3,1,1,1,True
Matheus Pereira,1,0,23,18,17,0,0,1,2.857142857142857,60.0,1,0,0,60.0,3.0,-1.8571428571428572,0,2,2,2,False
Serge Aurier,6,1,23,17,18,0,0,0,4.0,55.0,0,1,1,55.0,3.0,2.0,3,0,0,0,True
Ainsley Maitland-Niles,1,1,23,18,17,0,0,0,0.8571428571428571,50.0,1,0,1,50.0,2.0,0.1428571428571429,0,2,2,2,False
Ruben Loftus-Cheek,3,0,23,8,19,0,0,1,1.5714285714285714,60.0,0,1,0,60.0,2.0,1.4285714285714286,1,2,2,2,True
Callum Wilson,1,0,23,14,16,1,0,0,6.428571428571429,65.0,0,1,2,65.0,3.0,-5.428571428571429,3,1,1,1,True
Oliver Norwood,2,0,23,15,5,0,0,1,1.4285714285714286,50.0,0,1,0,50.0,2.0,0.5714285714285714,0,2,2,2,True
Andrew Robertson,0,1,23,11,12,0,0,0,2.857142857142857,70.0,0,1,1,70.0,3.0,-2.857142857142857,0,3,3,3,True
Conor Coady,6,1,23,20,9,0,0,0,4.0,50.0,0,1,1,50.0,3.0,2.0,2,2,2,2,True
Alex Iwobi,1,0,23,7,13,0,0,1,1.4285714285714286,60.0,1,0,0,60.0,2.0,-0.4285714285714286,0,3,3,3,False
Michael Keane,3,1,23,7,13,0,0,0,4.0,50.0,1,0,1,50.0,3.0,-1.0,0,3,3,3,False
Jordan Ayew,2,0,23,6,10,1,0,0,2.857142857142857,60.0,1,0,2,60.0,3.0,-0.8571428571428572,2,2,2,2,False
James Maddison,2,0,23,10,20,0,0,1,2.857142857142857,70.0,1,0,0,70.0,3.0,-0.8571428571428572,2,0,0,0,False
Nicolas Pépé,2,0,23,1,2,0,0,1,3.2857142857142856,80.0,1,0,0,80.0,3.0,-1.2857142857142856,1,1,1,1,False
Kelechi Iheanacho,2,0,23,10,20,1,0,0,3.4285714285714284,60.0,1,0,2,60.0,3.0,-1.4285714285714284,2,0,0,0,False
